id,source_label,source_id,target_label,target_id,relation
1,USER,57fdc11d-1317-4840-85d1-2ff8da3aab6d,GROUP,c597b88c-14cd-4ee4-be28-2a15a9094072,belong_to
1,GROUP,c597b88c-14cd-4ee4-be28-2a15a9094072,USER,57fdc11d-1317-4840-85d1-2ff8da3aab6d,part_off
2,USER,b6fa4766-bc06-48ed-bd8b-d2d41e7f47d3,GROUP,4a09cfe4-93e7-4b68-8950-cc67f29817be,belong_to
2,GROUP,4a09cfe4-93e7-4b68-8950-cc67f29817be,USER,b6fa4766-bc06-48ed-bd8b-d2d41e7f47d3,part_off
3,USER,33b08cdc-f7de-4271-b631-3a77582adfc6,GROUP,525c75ad-38e7-434f-82ea-8e0bb2217cb2,belong_to
3,GROUP,525c75ad-38e7-434f-82ea-8e0bb2217cb2,USER,33b08cdc-f7de-4271-b631-3a77582adfc6,part_off
4,USER,89b77149-6911-4892-94fd-a3e13a568f48,GROUP,b78aa4a4-df05-484d-898b-c3efae135ffc,belong_to
4,GROUP,b78aa4a4-df05-484d-898b-c3efae135ffc,USER,89b77149-6911-4892-94fd-a3e13a568f48,part_off
5,USER,adc60fe5-fc81-4ff0-b8c9-76f148ce79e0,GROUP,307d96d6-150c-4dcb-8fb0-3d804dfbb1c6,belong_to
5,GROUP,307d96d6-150c-4dcb-8fb0-3d804dfbb1c6,USER,adc60fe5-fc81-4ff0-b8c9-76f148ce79e0,part_off
6,USER,a49d7d14-2786-4e2f-be89-1eee26a777ec,GROUP,c5f903c8-e27c-443d-8448-aac988151134,belong_to
6,GROUP,c5f903c8-e27c-443d-8448-aac988151134,USER,a49d7d14-2786-4e2f-be89-1eee26a777ec,part_off
7,USER,1110f8a8-0e2e-4001-91ee-f726607e9bcb,GROUP,56217bde-5670-4ea7-82b0-68214a26ef0c,belong_to
7,GROUP,56217bde-5670-4ea7-82b0-68214a26ef0c,USER,1110f8a8-0e2e-4001-91ee-f726607e9bcb,part_off
8,USER,f40a4017-506e-422e-b547-47a353235e6a,GROUP,73753c26-6b1a-4936-af96-87062680fe2a,belong_to
8,GROUP,73753c26-6b1a-4936-af96-87062680fe2a,USER,f40a4017-506e-422e-b547-47a353235e6a,part_off
9,USER,12d24ec9-7fe8-4272-b5f4-2049161fcb3c,GROUP,79931244-87ac-4f31-9766-d52a5ae31911,belong_to
9,GROUP,79931244-87ac-4f31-9766-d52a5ae31911,USER,12d24ec9-7fe8-4272-b5f4-2049161fcb3c,part_off
10,USER,44876cd8-1635-400e-b7c1-82ad23ce9b33,GROUP,fd517f2d-90c3-46e7-803f-76ba2739fb99,belong_to
10,GROUP,fd517f2d-90c3-46e7-803f-76ba2739fb99,USER,44876cd8-1635-400e-b7c1-82ad23ce9b33,part_off
11,USER,f22a1466-06b3-438f-8bb6-9ac61e8f51b4,GROUP,fb152e34-4a10-4100-9611-63efbf3a6ff4,belong_to
11,GROUP,fb152e34-4a10-4100-9611-63efbf3a6ff4,USER,f22a1466-06b3-438f-8bb6-9ac61e8f51b4,part_off
12,USER,5fd3d273-cd62-472b-bde8-5a6cee159a22,GROUP,e554a58f-ba2d-41e6-9005-061fc1bd05df,belong_to
12,GROUP,e554a58f-ba2d-41e6-9005-061fc1bd05df,USER,5fd3d273-cd62-472b-bde8-5a6cee159a22,part_off
13,USER,45870e67-100d-4007-b529-2a9f529d931f,GROUP,faf54799-e180-4b8c-ae30-ec6ee930147a,belong_to
13,GROUP,faf54799-e180-4b8c-ae30-ec6ee930147a,USER,45870e67-100d-4007-b529-2a9f529d931f,part_off
14,USER,3e00bc16-e6d7-4b91-ba87-32f5169453f4,GROUP,61c7e4c4-de44-466e-ac21-3ed197558149,belong_to
14,GROUP,61c7e4c4-de44-466e-ac21-3ed197558149,USER,3e00bc16-e6d7-4b91-ba87-32f5169453f4,part_off
15,USER,d4b8f212-a263-4462-87d9-1166215152a0,GROUP,2c97d73e-5464-40ce-9694-a7109f4c738c,belong_to
