id,source_label,source_id,target_label,target_id,relation
1,USER,dc43f1ca-83ab-4d6f-96fa-ddee4fa47d8e,PERSON,a49c20b8-271f-4a96-995f-4b3d8a6e15c2,has_profile
1,PERSON,a49c20b8-271f-4a96-995f-4b3d8a6e15c2,USER,dc43f1ca-83ab-4d6f-96fa-ddee4fa47d8e,has_account
2,USER,254ef225-084d-4445-b8ae-2c026f9ef404,PERSON,76940121-66cc-4cd8-a228-44ea03141a74,has_profile
2,PERSON,76940121-66cc-4cd8-a228-44ea03141a74,USER,254ef225-084d-4445-b8ae-2c026f9ef404,has_account
3,USER,23d2937c-8bf7-4b25-af35-f52a08400c32,PERSON,3fe56730-5140-4c1e-a207-32036b822eae,has_profile
3,PERSON,3fe56730-5140-4c1e-a207-32036b822eae,USER,23d2937c-8bf7-4b25-af35-f52a08400c32,has_account
4,USER,5603863d-ad6e-4aef-afe0-fb62df8eefd3,PERSON,4e890363-7e2b-4e89-b505-33a3cc6378f5,has_profile
4,PERSON,4e890363-7e2b-4e89-b505-33a3cc6378f5,USER,5603863d-ad6e-4aef-afe0-fb62df8eefd3,has_account
5,USER,54c5d7a3-68de-45aa-9e10-77938f5543da,PERSON,8b89f656-6228-450d-9414-8c20cba112ad,has_profile
5,PERSON,8b89f656-6228-450d-9414-8c20cba112ad,USER,54c5d7a3-68de-45aa-9e10-77938f5543da,has_account
6,USER,033cb32a-a210-41d3-85cc-15aee0f5aa5f,PERSON,98cc0d7d-5874-496d-ac71-f78ccf811d8c,has_profile
6,PERSON,98cc0d7d-5874-496d-ac71-f78ccf811d8c,USER,033cb32a-a210-41d3-85cc-15aee0f5aa5f,has_account
7,USER,91f83185-5888-4911-8e98-f9672075023b,PERSON,cc49f090-96ec-466e-8722-76cd5ce3232e,has_profile
7,PERSON,cc49f090-96ec-466e-8722-76cd5ce3232e,USER,91f83185-5888-4911-8e98-f9672075023b,has_account
8,USER,7a0638e0-05ec-4143-aef8-c9b129895c46,PERSON,0ab3d70e-be54-49b6-8550-8c9045e8b536,has_profile
8,PERSON,0ab3d70e-be54-49b6-8550-8c9045e8b536,USER,7a0638e0-05ec-4143-aef8-c9b129895c46,has_account
9,USER,570d27cd-e073-4c63-ad3a-df33f27de886,PERSON,579535d3-dc49-45e6-b1fb-72eb52545966,has_profile
9,PERSON,579535d3-dc49-45e6-b1fb-72eb52545966,USER,570d27cd-e073-4c63-ad3a-df33f27de886,has_account
10,USER,88b462f5-ed39-4bda-bfe3-16dd33fc5ee8,PERSON,ba829f00-f983-43db-80be-755697e0b211,has_profile
10,PERSON,ba829f00-f983-43db-80be-755697e0b211,USER,88b462f5-ed39-4bda-bfe3-16dd33fc5ee8,has_account
11,USER,4bcf592c-dd13-42bc-b117-a1f5e26654da,PERSON,0bb74d79-2b24-47dd-9028-e754e4856a05,has_profile
11,PERSON,0bb74d79-2b24-47dd-9028-e754e4856a05,USER,4bcf592c-dd13-42bc-b117-a1f5e26654da,has_account
12,USER,c7268028-6835-485a-b93d-bb5293f7b710,PERSON,cd3ee3da-e672-4c74-a59e-149dac2c0fcd,has_profile
12,PERSON,cd3ee3da-e672-4c74-a59e-149dac2c0fcd,USER,c7268028-6835-485a-b93d-bb5293f7b710,has_account
13,USER,796fce0d-c27c-4402-8250-38d5ca809d6a,PERSON,a9705be0-1e8c-4152-a147-5820510b8af3,has_profile
13,PERSON,a9705be0-1e8c-4152-a147-5820510b8af3,USER,796fce0d-c27c-4402-8250-38d5ca809d6a,has_account
14,USER,a220e53f-2fcb-41b4-9d84-73bd94c758ac,PERSON,4a5fc884-3dc8-4b0e-b95e-463a7ec93edc,has_profile
14,PERSON,4a5fc884-3dc8-4b0e-b95e-463a7ec93edc,USER,a220e53f-2fcb-41b4-9d84-73bd94c758ac,has_account
15,USER,106f1563-f74f-40d2-a3ed-ca4fbb1bc88b,PERSON,66719ef7-b9e6-4975-9768-13ce413c27b2,has_profile
15,PERSON,66719ef7-b9e6-4975-9768-13ce413c27b2,USER,106f1563-f74f-40d2-a3ed-ca4fbb1bc88b,has_account
16,USER,99c6c9c2-2885-4128-938a-ca9d9736cf22,PERSON,b5a1a911-07a9-41bb-8628-28b199a65166,has_profile
16,PERSON,b5a1a911-07a9-41bb-8628-28b199a65166,USER,99c6c9c2-2885-4128-938a-ca9d9736cf22,has_account
17,USER,30706f09-b02b-46bb-b3b1-c9dce4d5d393,PERSON,f4f64d44-5cef-4cde-afe0-6762b01fe246,has_profile
17,PERSON,f4f64d44-5cef-4cde-afe0-6762b01fe246,USER,30706f09-b02b-46bb-b3b1-c9dce4d5d393,has_account
