id,source_label,source_id,target_label,target_id,relation
1,USER,bfd7a9d7-81fe-4d86-ad1e-06823f70dc55,MESSAGE,cafab801-ff56-4df6-bbc8-6a1f4544ab1b,sender
1,MESSAGE,cafab801-ff56-4df6-bbc8-6a1f4544ab1b,USER,bfd7a9d7-81fe-4d86-ad1e-06823f70dc55,send_by
2,USER,d63e0066-2c03-401e-9b17-3d1a008bf7b3,MESSAGE,a0e15b81-f908-422e-8bf3-94a9da17a365,sender
2,MESSAGE,a0e15b81-f908-422e-8bf3-94a9da17a365,USER,d63e0066-2c03-401e-9b17-3d1a008bf7b3,send_by
3,USER,d1122963-4a2b-4723-b72f-5eb3b21882f0,MESSAGE,584476fb-ebf5-41b9-b7cd-88b85ae2c895,sender
3,MESSAGE,584476fb-ebf5-41b9-b7cd-88b85ae2c895,USER,d1122963-4a2b-4723-b72f-5eb3b21882f0,send_by
4,USER,5d561b37-b245-4992-9237-bf975f09ead1,MESSAGE,f094d8cd-4f6d-4df9-8f8a-7f27c0318866,sender
4,MESSAGE,f094d8cd-4f6d-4df9-8f8a-7f27c0318866,USER,5d561b37-b245-4992-9237-bf975f09ead1,send_by
5,USER,941d4aaa-2fe7-449b-9d02-432ed65abf5a,MESSAGE,02f40d83-04bc-446b-ac02-b1c4f548f80f,sender
5,MESSAGE,02f40d83-04bc-446b-ac02-b1c4f548f80f,USER,941d4aaa-2fe7-449b-9d02-432ed65abf5a,send_by
6,USER,6720d754-4046-4a88-972f-7dd08cde87b8,MESSAGE,fbcf369d-ceb2-469c-83f0-cb7c33a32b26,sender
6,MESSAGE,fbcf369d-ceb2-469c-83f0-cb7c33a32b26,USER,6720d754-4046-4a88-972f-7dd08cde87b8,send_by
7,USER,8136f355-7219-430c-b76a-cbf700c07c37,MESSAGE,8b34feae-08b2-4386-981d-974b959d9148,sender
7,MESSAGE,8b34feae-08b2-4386-981d-974b959d9148,USER,8136f355-7219-430c-b76a-cbf700c07c37,send_by
8,USER,876d64ec-9950-4e65-a7cc-b279debf04e5,MESSAGE,fb20727b-25e3-4e78-acc0-6261a2315920,sender
8,MESSAGE,fb20727b-25e3-4e78-acc0-6261a2315920,USER,876d64ec-9950-4e65-a7cc-b279debf04e5,send_by
9,USER,19eb256f-a310-4081-8e27-6480c0510abb,MESSAGE,5b46e7ce-e459-496e-9535-e5f9bb531b31,sender
9,MESSAGE,5b46e7ce-e459-496e-9535-e5f9bb531b31,USER,19eb256f-a310-4081-8e27-6480c0510abb,send_by
10,USER,e8b66dd3-a8d0-449d-9b22-9b149448437a,MESSAGE,46a74097-3d53-4146-aeee-b883fcd4d8cd,sender
10,MESSAGE,46a74097-3d53-4146-aeee-b883fcd4d8cd,USER,e8b66dd3-a8d0-449d-9b22-9b149448437a,send_by
11,USER,3e6c589b-0076-4932-8e48-3197f03e6137,MESSAGE,3c8bbeba-1c8e-46e8-b37b-96c20690f721,sender
11,MESSAGE,3c8bbeba-1c8e-46e8-b37b-96c20690f721,USER,3e6c589b-0076-4932-8e48-3197f03e6137,send_by
12,USER,b338f33e-6a2d-4f8c-b453-423f897f0723,MESSAGE,a3238b9a-948d-4215-8d5c-78dcc766069d,sender
12,MESSAGE,a3238b9a-948d-4215-8d5c-78dcc766069d,USER,b338f33e-6a2d-4f8c-b453-423f897f0723,send_by
13,USER,b5e03e1b-a394-48fb-a62b-d4536cabf6ba,MESSAGE,64c09084-0c9e-440a-9697-a4e18028d526,sender
13,MESSAGE,64c09084-0c9e-440a-9697-a4e18028d526,USER,b5e03e1b-a394-48fb-a62b-d4536cabf6ba,send_by
14,USER,42f36359-a2c5-4d16-ab94-10d2dd59ac78,MESSAGE,847dc8dd-4f4e-4ca7-b2f1-6cce03ca6f93,sender
14,MESSAGE,847dc8dd-4f4e-4ca7-b2f1-6cce03ca6f93,USER,42f36359-a2c5-4d16-ab94-10d2dd59ac78,send_by
15,USER,a2d2ffa2-8fb8-4d93-865f-4ecbf6050b89,MESSAGE,c3f2c016-73c9-4693-ab4c-26d18fab40c7,sender
15,MESSAGE,c3f2c016-73c9-4693-ab4c-26d18fab40c7,USER,a2d2ffa2-8fb8-4d93-865f-4ecbf6050b89,send_by
16,USER,a82b9227-e4a2-4e81-8e59-a1498a327e50,MESSAGE,a0f1bc8e-5208-4382-8a5b-a5f5eb6ce40c,sender
16,MESSAGE,a0f1bc8e-5208-4382-8a5b-a5f5eb6ce40c,USER,a82b9227-e4a2-4e81-8e59-a1498a327e50,send_by
17,USER,f36c0901-b741-4bf7-ae9a-ba67ac60c8ec,MESSAGE,5a0ffa28-cc77-468d-8697-ab45cdb03bcc,sender
17,MESSAGE,5a0ffa28-cc77-468d-8697-ab45cdb03bcc,USER,f36c0901-b741-4bf7-ae9a-ba67ac60c8ec,send_by
18,USER,6a1ce4df-0d70-4f47-a1db-ae5699358705,MESSAGE,b91c1be3-c2fc-4df3-9bb8-6fd9ec660895,sender
18,MESSAGE,b91c1be3-c2fc-4df3-9bb8-6fd9ec660895,USER,6a1ce4df-0d70-4f47-a1db-ae5699358705,send_by
19,USER,19606299-1b70-4ce9-aa4e-d9e51885fe32,MESSAGE,0e2cfe4d-c027-4f56-a69a-b33fd06c743f,sender
19,MESSAGE,0e2cfe4d-c027-4f56-a69a-b33fd06c743f,USER,19606299-1b70-4ce9-aa4e-d9e51885fe32,send_by
20,USER,5efefb45-5c08-40cf-ac9a-163cc58f91a8,MESSAGE,bdf3ca04-4432-491e-b94c-359701af659f,sender
20,MESSAGE,bdf3ca04-4432-491e-b94c-359701af659f,USER,5efefb45-5c08-40cf-ac9a-163cc58f91a8,send_by
21,USER,f75e9545-29ab-4e40-b99b-d777dbdf0efb,MESSAGE,c4c37bcf-64da-4c97-b474-e1022f689907,sender
21,MESSAGE,c4c37bcf-64da-4c97-b474-e1022f689907,USER,f75e9545-29ab-4e40-b99b-d777dbdf0efb,send_by
22,USER,b6b1030c-c6e9-499e-9da0-e88925b0a33e,MESSAGE,4742d1d6-61de-464d-87c2-61f0a3c10acc,sender
22,MESSAGE,4742d1d6-61de-464d-87c2-61f0a3c10acc,USER,b6b1030c-c6e9-499e-9da0-e88925b0a33e,send_by
23,USER,c1dc88af-f30e-455e-b227-5b93c2d9b6f5,MESSAGE,f19ce022-b16f-40a1-989f-304658d13588,sender
23,MESSAGE,f19ce022-b16f-40a1-989f-304658d13588,USER,c1dc88af-f30e-455e-b227-5b93c2d9b6f5,send_by
24,USER,fd3fdc38-3f7b-4a79-aa1a-ecd017fed400,MESSAGE,26032736-97fb-46d5-bb3c-3c5f15a0fff9,sender
24,MESSAGE,26032736-97fb-46d5-bb3c-3c5f15a0fff9,USER,fd3fdc38-3f7b-4a79-aa1a-ecd017fed400,send_by
25,USER,18ac70c6-09e7-4b45-ba0e-4c4d945c8344,MESSAGE,7b6ade20-e464-4102-90ae-5ed31f823aa3,sender
25,MESSAGE,7b6ade20-e464-4102-90ae-5ed31f823aa3,USER,18ac70c6-09e7-4b45-ba0e-4c4d945c8344,send_by
26,USER,e47c0c7c-168c-44df-8932-6181ca0ec4db,MESSAGE,c5d50dea-3d4c-4f33-a52d-b6d39d9a2d48,sender
26,MESSAGE,c5d50dea-3d4c-4f33-a52d-b6d39d9a2d48,USER,e47c0c7c-168c-44df-8932-6181ca0ec4db,send_by
27,USER,12dac280-c43c-44ab-b862-11b8042ac9c4,MESSAGE,da283b73-a4d4-4f10-83d5-770bf1cab726,sender
27,MESSAGE,da283b73-a4d4-4f10-83d5-770bf1cab726,USER,12dac280-c43c-44ab-b862-11b8042ac9c4,send_by
28,USER,9f44c406-fcc8-42ab-90ac-fce447ee8496,MESSAGE,afca7b22-2604-4e18-8a25-2abfefbef612,sender
28,MESSAGE,afca7b22-2604-4e18-8a25-2abfefbef612,USER,9f44c406-fcc8-42ab-90ac-fce447ee8496,send_by
29,USER,d9d57e72-9f8b-4270-b319-6a6d40810f9b,MESSAGE,9dcd7842-5dca-4b2a-92b8-6c145db48ac6,sender
29,MESSAGE,9dcd7842-5dca-4b2a-92b8-6c145db48ac6,USER,d9d57e72-9f8b-4270-b319-6a6d40810f9b,send_by
30,USER,4f3d1d7f-ee7d-48b5-be35-67b8be30d5ff,MESSAGE,5893bca4-6703-42f8-9b82-eef0c765bc32,sender
30,MESSAGE,5893bca4-6703-42f8-9b82-eef0c765bc32,USER,4f3d1d7f-ee7d-48b5-be35-67b8be30d5ff,send_by
31,USER,c2ec1ea7-1403-4f10-9430-ec4933994102,MESSAGE,d47a7ebb-f25f-4f52-ad44-498bd588f804,sender
31,MESSAGE,d47a7ebb-f25f-4f52-ad44-498bd588f804,USER,c2ec1ea7-1403-4f10-9430-ec4933994102,send_by
32,USER,5ce81770-0858-4c5e-9323-d9d1f229de01,MESSAGE,2ae51e59-cc73-48da-96f5-aee4058ca74d,sender
32,MESSAGE,2ae51e59-cc73-48da-96f5-aee4058ca74d,USER,5ce81770-0858-4c5e-9323-d9d1f229de01,send_by
33,USER,0496121a-ef80-4cca-add2-8736990f098c,MESSAGE,4807f9a7-4410-45e9-a4e5-db4f5b5325aa,sender
33,MESSAGE,4807f9a7-4410-45e9-a4e5-db4f5b5325aa,USER,0496121a-ef80-4cca-add2-8736990f098c,send_by
34,USER,49c83b6b-5805-4e6b-b525-2335701dc980,MESSAGE,b22cce62-95cf-4f71-8e04-d7e155695155,sender
34,MESSAGE,b22cce62-95cf-4f71-8e04-d7e155695155,USER,49c83b6b-5805-4e6b-b525-2335701dc980,send_by
35,USER,ea4bc91c-84ab-4d1f-affd-4b72f6806d56,MESSAGE,292ebbfe-557e-4611-8971-4120274a6572,sender
35,MESSAGE,292ebbfe-557e-4611-8971-4120274a6572,USER,ea4bc91c-84ab-4d1f-affd-4b72f6806d56,send_by
